,id,MetadataSubject,MetadataTo,SenderPersonId,MetadataDateSent,MetadataDateReleased,MetadataCaseNumber,MetadataDocumentClass,ExtractedBodyText
50,51,33,0,0.0,10,0,0,0,"Will do.Sullivan, Jacob J ,  RE: : Romney's last gambit Got done and published. Sid"
51,52,34,0,4.0,11,0,0,0,"One for the wall...For what it's worth, I am VERY dubious about arming the Libyan rebels. Our best bet is to keep pressure on BOT sidesto force a diplo solution. Aryls of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-5CB0045026"
52,53,33,0,7.0,10,0,0,0,"Romney has an op-ed in today's Wall Street Journal playing off Stevens' murder to say Obama has put""security at risk,"" etc.Aording to Politico yesterday, there was an internal argument within the Romney campaign overLibya. Obviously, the neocons and the Rove oriented faction (Ed Gillespie, Rove's surrogate is now aRomney campaign adviser) beat Stuart Stevens.Romney is careening from tactic to tactic, hoping something will catch.I wouldn't be surprised to see Romney raise the specter of the Muslim Brotherhood in charge of Egypt& Libya as a bogeyman. I have heard him do this within the last week.----"
53,54,35,0,7.0,7,0,0,0,"Sidney Blumenthat,  : Morsi's private conversations today. Sidhrc memo morsi's private conversations 091412.docx14, 2012For: illary"
54,55,36,0,12.0,7,0,0,0,"Your remarks this afternoon at Andrews were wonderful. Thanks for doing so much for our institution on such a sadday.Just sent you a hi side note on visits taJordan and Iraq, and look forward to catching up. Enjoy the weekend in themeantime.Bill of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045325"
55,56,33,4,3.0,10,0,0,0,"More info. Sidney Blumenthal [mailto ,  :  : Romney s last gambit. Got done arid published. SidRomney has an op-ed in today's Wall Street Journal playing off Stevens' murder to say Obama has put""security at risk,"" etc.Aording to Politico yesterday, there was an internal argument within the Romney campaign overLibya. Obviously, the neocons and the Rove oriented faction (Ed Gillespie, Rove's surrogate is now aRomney campaign adviser) beat Stuart Stevens.Romney is careening from tactic to tactic, hoping something will catch.I wouldn't be surprised to see Romney raise the specter of the Muslim Brotherhood in charge of Egypt& Libya as a bogeyman. I have heard him do this within the last week.B6"
57,58,33,0,0.0,10,0,0,0,"This is it. Pretty uncompelling piece if you ask me, but of course I'm biased.Mitt Romney: A New Course for the Middle Eaststore the three sinews of American influence: our economic strength, our military strength and the strength of our values.Disturbing developments are sweeping across the greater Middle East. In Syria, tens of thousands of innocent people have been slaughtered. In Egypt, the MuslimBrotherhood has come to power, and the country's peace treaty with Israel hangs In the balance. In Libya, our ambassador was murdered In a terrorist attack. U.S.embassies throughout the region have been stormed in violent protests. And in Iran, the ayatollahs continue to move full tilt toward nuclear-weapons capability, allthe while promising to annihilate Israel.These developments are not, as President Obama says, mere ""bumps in the road."" They are major issues that put our security at risk.Yet amid this upheaval, our country seems to be at the mercy of events rather than shaping them. We're not moving them in a direction that protects our people orour allies.And that's dangerous. If the Middle East descends into chaos, if Iran moves toward nuclear breakout, or if Israel's security is compromised, America could bepulled into the maelstrom.We still have time to address these threats, but it will require a new strategy toward the Middle EastThe first step is to understand how we got here. Since World War II, America has been the leader of the Free World. We're unique in having earned that role notthrough conquest but through promoting human rights, free markets and the rule of law. We ally ourselves with like-minded countries, expand prosperity throughtrade and keep the peace by maintaining a military second to none.But in recent years, President Obama has allowed our leadership to atrophy. Our economy is stuck in a ""recovery"" that barely deserves the name. Our nationaldebt has risen to record levels. Our military, tested by a decade of war, is facing devastating cuts thanks to the budgetary games played by the White ouse.Finally, our values have been misapplied—and misunderstood—by a president who thinks that weakness will win favor with our adversaries.By failing to maintain the elements of our influence and by stepping away from our allies, President Obama has heightened the prospect of conflict and instability.e does not understand that an American policy that lacks resolve can provoke aggression and encourage disorder.The Middle East is a case in point. The Arab Spring presented an opportunity to help move millions of people from oppression to freedom. But it also presentedgrave risks. We needed a strategy for suess, but the president offered none. And now he seeks to downplay the significance of the calamities of the past fewweeksThe same incomprehension afflicts the president's policy toward Israel. The president began his term with the explicit policy of creating ""daylight"" between our twocountries. e recently downgraded Israel from being our ""closest ally"" in the Middle East to being only ""one of our closest allies."" It's a diplomatic message that willbe received clearly by Israel and its adversaries alike. e dismissed Israel's concerns about Iran as mere ""noise"" that he prefers to ""block out."" And at a time whenIsrael needs America to stand with it, he declined to meet with Prime Minister Benjamin Netanyahu.In this period of uncertainty, we need to apply a coherent strategy of supporting our partners in the Middle East—that is, both governments and individuals whoshare our values.This means restoring our credibility with Iran. When we say an Iranian nuclear-weapons capability—and the regional instability that comes with it--is unaeptable,the ayatollahs must be made to believe us.It means placing no daylight between the United States and Israel, And it means using the full spectrum of our soft power to encourage liberty and opportunity forthose who have for too long known only corruption and oppression. The dignity of work and the ability to steer the course of their lives are the best alternatives toextremism.But this Middle East policy will be undermined unless we restore the three sinews of our influence: our economic strength, our military strength and the strength Ofour values. That will require a very different set of policies from those President Obama is pursuing. of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045554 of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER.The 20th century became an American Century because we were steadfast in defense of freedom. We made the painful sacrifices necessary to defeattotalitarianism In all of Its guises..  defend ourselves and our allies, we paid the price in treasure and in soldiers who never came home.Our challenges are different now, but if the 21st century is to be another American Century, we need leaders who understand that keeping the peace requiresAmerican strength in all of its dimensions.Mr. Romney is the publican Pady candidate for presidentA version of this article appeared  1,2012, on page .A.15 in the U.S. edition of The WallStreet Journal, with the headline: ANew course for the Middle East."
58,59,37,0,0.0,11,0,0,0,"FYI — should take care of the job.Prom: Rhodes, Benjamin 1Sent ,  : Sullivan, Jacob]; ines, Philippe FIN: Statement by the Press SecretaryB6"
60,61,34,0,4.0,12,0,0,0,". - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. INPART B6Anne-Marie Slaughter _.  1,2011 11:53 AMRE: gorgeous pie on the front page of the NWT!Bic sending more arms into a society generally — particularly when they are as disorganized and fragmented as they are— will result in more violence — against each other. Boys like to play with guns (trust me as the mother of sons). I am allfor saying we have no objection to French doing it to increase pressure on Gaddafi, but in a tribal society where conflictshave been repressed for so long, adding even more weapons does not make sense. Obviously they can get weaponsfrom other places, but nb that they are not awash in weapons now. I wrote something for New York view of Booksthis week that builds on my farewell remarks and I think you will like it; will send it to you for weekend reading,"
61,62,39,2,3.0,13,0,0,0,"Pis print ,  'Russorv@state.gov' Fwd: Benghazi was obama's 3 am call"
64,65,42,0,2.0,14,0,0,0," PA Clips [mailtoTaclips@state.govlSent; ,  06, 2012 12:26 AM PA-Monitoring-Group-DI; NEA-Press-DL; DS PA Media; Shore, Rhonda ; Atchison, Mark C; Moe, Grace T;Coordination; Mills, Cheryl D; w, Nora F; 10 PG Daily Beast: A diplomat under fire.Person of Interest: United States UN Ambassador Susan RiceOct 8, 2012 iloo AM EDTLeslie . GelbA diplomat under fire.With the presidential campaign drowning in boredom, commentators were desperatelysearching for news, preferably a new victim, to brighten their days. And along came SusanRice. A couple s ago, the U.N. ambassador made the mistake of appearing on the talkshows to insist that the attack on the U.S. consulate in Benghazi, Libya, was ""spontaneous""rather than a terrorist plot. You would have thought she had said that the pope was aMormon.Out came the Washington daggers. She lied. She was a shill. Benghazi was no spontaneousevent. It was the work of an al Qaeda offshoot. The White ouse had fumbled keyintelligence information and was now trying to cover up its unforgivable mistake. Rice wasjust covering up for the president. er reward would be Obama's nominating her to sueedillary Clinton as secretary of State.The commentariat immediately rolled out plans to nail Rice and the Obama team to thewall. Peter King, the Grand Inquisitor of the publicans in the ouse of presentatives,pledged to ""investigate"" and hold hearings. And that, said the commentariat, would be theend of Rice's hopes to become the new illary. of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045563 of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER.Now, let's take an unfashionable step back and examine the facts, such as they are. Rice didnot make up the ""spontaneous"" story or have it handed to her by White ouse conspirators.She got it from the same daily intelligence brief given to the president. Those daily intelreports told the very story Rice repeated publicly, i.e., that the Benghazi mob formed moreor less on its own, mainly in reaction to the American video cartooning sacred Muslimfigures, and that extremists then took advantage to kill, including Ambassador ChristopherStevens. Rice didn't make up that story. The problem was not with Rice; it was with theinevitably complicated U.S. intelligence process.er mistake was taking the initial intelligence at face value. The White ouse biiefers madethe same error, and so did I. I too repeated in an op-ed on The Daily Beast what theintelligence briefers told me, but I knew very well that more and contradictory informationwould appear soon enough. It always does.Sure, the CIA had additional intel from the start, but it hadn't begun to sift through all thecommunications intercepts, satellite photos, and human reports. It always takes time to sortout facts from fictions and find consistent threads. Seemingly, this gossamer information isnow taking shape.Meantime, Rice is still very much in the running for the job at Fogg' Bottom, along withSenator John Kerry, NSC Adviser m Donilon, and former diplomat Nicholas Burns, nowof arvard. She was Obama's earliest loyalist in the foreign-policy crowd, and he still likesher, despite lackluster reports on her performance at the U.N. The smears, though flatlyinaurate, won't help her either. What will help her and, more importantly a flaggingObama after the first debate, is hunting down the Benghazi culprits. of State  : 05/13/2015. - PRODUCED TO OUSE SELECT BENGAZI COMM. AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045564"
